HospitalID,Prefecture,CityCode,SecondaryAreaName,SecondaryAreaCode,Management,Kyukyu,Kinou,Sien,Hyoka,DepNeurology,DepNeurosurgery,NumBeds,MRINumOwn,Tesla,Population,Menseki,PopDensity,TaxableIncome,MRIOwnDum
29,北海道,1101,札幌,104,医療法人,1,0,0,0,0,0,85,0,NA,220189,46.42,4743.4,3017,0
30,北海道,1101,札幌,104,医療法人,0,0,0,0,0,0,40,0,NA,220189,46.42,4743.4,3017,0
31,北海道,1101,札幌,104,医療法人,1,0,0,0,0,0,89,0,NA,220189,46.42,4743.4,3017,0
32,北海道,1101,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,220189,46.42,4743.4,3017,0
33,北海道,1101,札幌,104,医療法人,0,0,0,0,0,0,35,0,NA,220189,46.42,4743.4,3017,0
34,北海道,1101,札幌,104,医療法人,1,0,0,0,0,0,99,0,NA,220189,46.42,4743.4,3017,0
35,北海道,1101,札幌,104,医療法人,1,0,0,1,0,0,0,0,NA,220189,46.42,4743.4,3017,0
36,北海道,1101,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,220189,46.42,4743.4,3017,0
37,北海道,1101,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,220189,46.42,4743.4,3017,0
38,北海道,1101,札幌,104,医療法人,1,0,0,1,1,0,169,0,NA,220189,46.42,4743.4,3017,0
39,北海道,1101,札幌,104,医療法人,1,0,0,0,0,0,40,0,NA,220189,46.42,4743.4,3017,0
40,北海道,1101,札幌,104,医療法人,1,0,0,0,0,0,76,0,NA,220189,46.42,4743.4,3017,0
41,北海道,1101,札幌,104,医療法人,0,0,0,0,0,0,95,0,NA,220189,46.42,4743.4,3017,0
42,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,60,1,0,278781,63.48,4391.6,3017,1
43,北海道,1102,札幌,104,医療法人,1,0,0,0,0,0,50,1,NA,278781,63.48,4391.6,3017,1
44,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,53,1,0,278781,63.48,4391.6,3017,1
45,北海道,1102,札幌,104,国（国立大学法人）,0,0,0,0,1,1,864,5,2,278781,63.48,4391.6,3017,1
46,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,60,0,NA,278781,63.48,4391.6,3017,0
47,北海道,1102,札幌,104,医療法人,1,0,0,0,0,0,56,0,NA,278781,63.48,4391.6,3017,0
48,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,52,0,NA,278781,63.48,4391.6,3017,0
49,北海道,1102,札幌,104,医療法人,0,0,0,1,0,0,0,0,NA,278781,63.48,4391.6,3017,0
50,北海道,1102,札幌,104,個人,0,0,0,0,0,0,28,0,NA,278781,63.48,4391.6,3017,0
51,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,40,0,NA,278781,63.48,4391.6,3017,0
52,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,98,0,NA,278781,63.48,4391.6,3017,0
53,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,57,0,NA,278781,63.48,4391.6,3017,0
54,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,278781,63.48,4391.6,3017,0
55,北海道,1102,札幌,104,医療法人,1,0,0,0,0,0,35,0,NA,278781,63.48,4391.6,3017,0
56,北海道,1102,札幌,104,医療法人,0,0,0,1,0,0,43,0,NA,278781,63.48,4391.6,3017,0
57,北海道,1102,札幌,104,医療法人,0,0,0,1,0,0,32,0,NA,278781,63.48,4391.6,3017,0
58,北海道,1102,札幌,104,医療法人,1,0,1,1,0,0,0,0,NA,278781,63.48,4391.6,3017,0
59,北海道,1102,札幌,104,医療法人,1,0,0,0,0,0,58,0,NA,278781,63.48,4391.6,3017,0
60,北海道,1102,札幌,104,医療法人,1,0,0,1,0,0,0,0,NA,278781,63.48,4391.6,3017,0
61,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,278781,63.48,4391.6,3017,0
62,北海道,1102,札幌,104,医療法人,0,0,0,1,0,0,0,0,NA,278781,63.48,4391.6,3017,0
63,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,278781,63.48,4391.6,3017,0
64,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,278781,63.48,4391.6,3017,0
65,北海道,1102,札幌,104,私立学校法人,1,0,0,0,0,0,24,0,NA,278781,63.48,4391.6,3017,0
66,北海道,1102,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,278781,63.48,4391.6,3017,0
67,北海道,1103,札幌,104,医療法人,0,0,0,0,1,1,145,3,2,255873,57.13,4478.8,3017,1
68,北海道,1103,札幌,104,医療法人,1,0,0,0,0,1,142,2,0,255873,57.13,4478.8,3017,1
69,北海道,1103,札幌,104,医療法人,0,0,0,1,0,0,0,1,0,255873,57.13,4478.8,3017,1
70,北海道,1103,札幌,104,社団,1,0,0,0,1,0,348,1,2,255873,57.13,4478.8,3017,1
71,北海道,1103,札幌,104,医療法人,1,0,0,0,0,0,64,1,2,255873,57.13,4478.8,3017,1
72,北海道,1103,札幌,104,医療法人,0,0,0,0,0,1,241,3,1,255873,57.13,4478.8,3017,1
73,北海道,1103,札幌,104,医療法人,0,0,0,0,0,0,211,1,2,255873,57.13,4478.8,3017,1
74,北海道,1103,札幌,104,医療法人,1,0,0,1,0,0,225,1,0,255873,57.13,4478.8,3017,1
75,北海道,1103,札幌,104,医療法人,0,0,0,0,1,0,188,1,2,255873,57.13,4478.8,3017,1
76,北海道,1103,札幌,104,医療法人,1,0,0,0,0,0,260,1,0,255873,57.13,4478.8,3017,1
77,北海道,1103,札幌,104,医療法人,1,0,0,0,0,0,58,0,NA,255873,57.13,4478.8,3017,0
78,北海道,1103,札幌,104,医療法人,1,0,0,0,0,0,24,0,NA,255873,57.13,4478.8,3017,0
79,北海道,1103,札幌,104,医療法人,0,0,0,0,0,0,38,0,NA,255873,57.13,4478.8,3017,0
80,北海道,1103,札幌,104,医療法人,1,0,0,1,0,0,96,0,NA,255873,57.13,4478.8,3017,0
81,北海道,1103,札幌,104,医療法人,1,0,0,0,0,0,52,0,NA,255873,57.13,4478.8,3017,0
82,北海道,1103,札幌,104,医療法人,0,0,0,0,0,0,60,0,NA,255873,57.13,4478.8,3017,0
83,北海道,1103,札幌,104,医療法人,0,0,0,0,0,0,28,0,NA,255873,57.13,4478.8,3017,0
84,北海道,1103,札幌,104,社団,1,0,0,0,1,0,0,0,NA,255873,57.13,4478.8,3017,0
85,北海道,1103,札幌,104,医療法人,0,0,0,0,0,0,23,0,NA,255873,57.13,4478.8,3017,0
86,北海道,1103,札幌,104,医療法人,1,0,0,1,0,0,71,0,NA,255873,57.13,4478.8,3017,0
87,北海道,1103,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,255873,57.13,4478.8,3017,0
88,北海道,1103,札幌,104,医療法人,1,0,0,0,0,0,145,0,NA,255873,57.13,4478.8,3017,0
89,北海道,1103,札幌,104,個人,0,0,0,0,0,0,0,0,NA,255873,57.13,4478.8,3017,0
90,北海道,1104,札幌,104,医療法人,1,0,0,1,0,0,231,1,0,204259,34.58,5906.9,3017,1
91,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,301,1,1,204259,34.58,5906.9,3017,1
92,北海道,1104,札幌,104,医療法人,0,0,0,0,0,1,115,2,2,204259,34.58,5906.9,3017,1
93,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,272,1,2,204259,34.58,5906.9,3017,1
94,北海道,1104,札幌,104,国（独立行政法人）,0,0,0,0,0,1,520,1,2,204259,34.58,5906.9,3017,1
95,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,52,1,0,204259,34.58,5906.9,3017,1
96,北海道,1104,札幌,104,社団,0,0,0,0,0,0,107,1,1,204259,34.58,5906.9,3017,1
97,北海道,1104,札幌,104,医療法人,1,0,0,0,0,0,99,0,NA,204259,34.58,5906.9,3017,0
98,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,60,0,NA,204259,34.58,5906.9,3017,0
99,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,41,0,NA,204259,34.58,5906.9,3017,0
100,北海道,1104,札幌,104,医療法人,1,0,0,0,0,0,0,0,NA,204259,34.58,5906.9,3017,0
101,北海道,1104,札幌,104,医療法人,1,1,0,1,0,0,0,0,NA,204259,34.58,5906.9,3017,0
102,北海道,1104,札幌,104,医療法人,1,0,0,1,0,0,52,0,NA,204259,34.58,5906.9,3017,0
103,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,204259,34.58,5906.9,3017,0
104,北海道,1104,札幌,104,医療法人,1,0,0,1,0,0,29,0,NA,204259,34.58,5906.9,3017,0
105,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,50,0,NA,204259,34.58,5906.9,3017,0
106,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,92,0,NA,204259,34.58,5906.9,3017,0
107,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,150,0,NA,204259,34.58,5906.9,3017,0
108,北海道,1104,札幌,104,社会福祉法人,0,0,0,1,0,0,82,0,NA,204259,34.58,5906.9,3017,0
109,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,34,0,NA,204259,34.58,5906.9,3017,0
110,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,204259,34.58,5906.9,3017,0
111,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,215,0,NA,204259,34.58,5906.9,3017,0
112,北海道,1104,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,204259,34.58,5906.9,3017,0
113,北海道,1105,札幌,104,医療法人,1,0,0,1,0,0,103,1,1,212118,46.35,4576.4,3017,1
114,北海道,1105,札幌,104,共済,0,0,0,0,1,1,450,1,2,212118,46.35,4576.4,3017,1
115,北海道,1105,札幌,104,医療法人,1,0,0,0,0,0,225,1,2,212118,46.35,4576.4,3017,1
116,北海道,1105,札幌,104,医療法人,0,0,0,0,1,1,144,2,2,212118,46.35,4576.4,3017,1
117,北海道,1105,札幌,104,国,1,0,0,0,0,1,270,1,2,212118,46.35,4576.4,3017,1
118,北海道,1105,札幌,104,全社連,0,0,0,0,0,0,304,1,2,212118,46.35,4576.4,3017,1
119,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,42,0,NA,212118,46.35,4576.4,3017,0
120,北海道,1105,札幌,104,医療法人,1,0,0,0,1,0,98,0,NA,212118,46.35,4576.4,3017,0
121,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,60,0,NA,212118,46.35,4576.4,3017,0
122,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,48,0,NA,212118,46.35,4576.4,3017,0
123,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,212118,46.35,4576.4,3017,0
124,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,42,0,NA,212118,46.35,4576.4,3017,0
125,北海道,1105,札幌,104,医療法人,1,0,0,0,0,0,92,0,NA,212118,46.35,4576.4,3017,0
126,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,112,0,NA,212118,46.35,4576.4,3017,0
127,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,53,0,NA,212118,46.35,4576.4,3017,0
128,北海道,1105,札幌,104,医療法人,1,0,0,0,1,0,58,0,NA,212118,46.35,4576.4,3017,0
129,北海道,1105,札幌,104,市町村,0,0,0,0,0,0,0,0,NA,212118,46.35,4576.4,3017,0
130,北海道,1105,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,212118,46.35,4576.4,3017,0
131,北海道,1106,札幌,104,医療法人,1,0,0,1,0,0,120,1,0,146341,657.23,222.7,3017,1
132,北海道,1106,札幌,104,医療法人,0,0,0,1,0,0,95,1,0,146341,657.23,222.7,3017,1
133,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,0,1,1,146341,657.23,222.7,3017,1
134,北海道,1106,札幌,104,医療法人,0,0,0,0,1,1,168,1,2,146341,657.23,222.7,3017,1
135,北海道,1106,札幌,104,会,0,0,0,0,0,0,98,1,1,146341,657.23,222.7,3017,1
136,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,100,0,NA,146341,657.23,222.7,3017,0
137,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,146341,657.23,222.7,3017,0
138,北海道,1106,札幌,104,医療法人,1,0,0,1,0,0,61,0,NA,146341,657.23,222.7,3017,0
139,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,147,0,NA,146341,657.23,222.7,3017,0
140,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,85,0,NA,146341,657.23,222.7,3017,0
141,北海道,1106,札幌,104,医療法人,1,0,0,0,0,0,0,0,NA,146341,657.23,222.7,3017,0
142,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,146341,657.23,222.7,3017,0
143,北海道,1106,札幌,104,医療法人,1,0,0,0,0,0,0,0,NA,146341,657.23,222.7,3017,0
144,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,80,0,NA,146341,657.23,222.7,3017,0
145,北海道,1106,札幌,104,国（独立行政法人）,0,0,0,0,1,0,259,0,NA,146341,657.23,222.7,3017,0
146,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,146341,657.23,222.7,3017,0
147,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,146341,657.23,222.7,3017,0
148,北海道,1106,札幌,104,医療法人,0,0,0,0,0,0,96,0,NA,146341,657.23,222.7,3017,0
149,北海道,1107,札幌,104,国（独立行政法人）,1,0,0,0,1,0,452,1,2,211229,74.93,2819,3017,1
150,北海道,1107,札幌,104,医療法人,1,0,0,1,1,0,0,1,1,211229,74.93,2819,3017,1
151,北海道,1107,札幌,104,医療法人,1,0,0,0,1,0,200,1,0,211229,74.93,2819,3017,1
152,北海道,1107,札幌,104,医療法人,0,0,0,1,0,0,120,1,0,211229,74.93,2819,3017,1
153,北海道,1107,札幌,104,社団,1,0,0,0,1,0,146,1,1,211229,74.93,2819,3017,1
154,北海道,1107,札幌,104,医療法人,1,0,0,0,0,1,99,2,0,211229,74.93,2819,3017,1
155,北海道,1107,札幌,104,医療法人,1,0,0,0,1,0,117,1,0,211229,74.93,2819,3017,1
156,北海道,1107,札幌,104,医療法人,0,0,0,0,0,1,95,1,2,211229,74.93,2819,3017,1
157,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,56,0,NA,211229,74.93,2819,3017,0
158,北海道,1107,札幌,104,社会福祉法人,0,0,0,0,0,0,0,0,NA,211229,74.93,2819,3017,0
159,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,211229,74.93,2819,3017,0
160,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,211229,74.93,2819,3017,0
161,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,211229,74.93,2819,3017,0
162,北海道,1107,札幌,104,医療法人,1,0,0,1,0,0,0,0,NA,211229,74.93,2819,3017,0
163,北海道,1107,札幌,104,医療法人,1,0,0,1,0,0,186,0,NA,211229,74.93,2819,3017,0
164,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,28,0,NA,211229,74.93,2819,3017,0
165,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,77,0,NA,211229,74.93,2819,3017,0
166,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,85,0,NA,211229,74.93,2819,3017,0
167,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,110,0,NA,211229,74.93,2819,3017,0
168,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,60,0,NA,211229,74.93,2819,3017,0
169,北海道,1107,札幌,104,医療法人,1,1,0,1,0,0,54,0,NA,211229,74.93,2819,3017,0
170,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,183,0,NA,211229,74.93,2819,3017,0
171,北海道,1107,札幌,104,医療法人,0,0,0,0,0,0,63,0,NA,211229,74.93,2819,3017,0
172,北海道,1107,札幌,104,医療法人,1,0,0,0,0,0,75,0,NA,211229,74.93,2819,3017,0
173,北海道,1108,札幌,104,医療法人,0,0,0,0,0,1,41,1,2,128492,24.38,5270.4,3017,1
174,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,88,1,0,128492,24.38,5270.4,3017,1
175,北海道,1108,札幌,104,医療法人,0,0,0,0,1,1,135,2,2,128492,24.38,5270.4,3017,1
176,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,0,1,1,128492,24.38,5270.4,3017,1
177,北海道,1108,札幌,104,全社連,1,0,0,1,0,0,276,1,2,128492,24.38,5270.4,3017,1
178,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,128492,24.38,5270.4,3017,0
179,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,128492,24.38,5270.4,3017,0
180,北海道,1108,札幌,104,医療法人,1,0,0,0,0,0,77,0,NA,128492,24.38,5270.4,3017,0
181,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,86,0,NA,128492,24.38,5270.4,3017,0
182,北海道,1108,札幌,104,医療法人,1,0,0,1,0,0,0,0,NA,128492,24.38,5270.4,3017,0
183,北海道,1108,札幌,104,医療法人,1,0,0,1,0,0,99,0,NA,128492,24.38,5270.4,3017,0
184,北海道,1108,札幌,104,医療法人,0,0,0,0,1,0,94,0,NA,128492,24.38,5270.4,3017,0
185,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,47,0,NA,128492,24.38,5270.4,3017,0
186,北海道,1108,札幌,104,医療法人,0,0,0,0,0,0,44,0,NA,128492,24.38,5270.4,3017,0
187,北海道,1109,札幌,104,医療法人,1,0,1,1,0,0,0,1,0,139644,56.92,2453.3,3017,1
188,北海道,1109,札幌,104,医療法人,0,0,0,0,1,1,141,1,2,139644,56.92,2453.3,3017,1
189,北海道,1109,札幌,104,医療法人,1,0,1,1,0,0,80,1,2,139644,56.92,2453.3,3017,1
190,北海道,1109,札幌,104,医療法人,1,0,0,1,0,0,32,1,0,139644,56.92,2453.3,3017,1
191,北海道,1109,札幌,104,医療法人,1,0,0,0,0,0,60,1,1,139644,56.92,2453.3,3017,1
192,北海道,1109,札幌,104,医療法人,1,0,0,0,0,1,547,1,2,139644,56.92,2453.3,3017,1
193,北海道,1109,札幌,104,医療法人,1,0,1,1,0,0,0,0,NA,139644,56.92,2453.3,3017,0
194,北海道,1109,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,139644,56.92,2453.3,3017,0
195,北海道,1109,札幌,104,医療法人,0,0,0,1,0,0,0,0,NA,139644,56.92,2453.3,3017,0
196,北海道,1109,札幌,104,都道府県,1,0,0,0,0,1,215,0,NA,139644,56.92,2453.3,3017,0
197,北海道,1109,札幌,104,医療法人,0,0,0,1,0,0,0,0,NA,139644,56.92,2453.3,3017,0
198,北海道,1109,札幌,104,医療法人,0,0,0,0,0,0,120,0,NA,139644,56.92,2453.3,3017,0
199,北海道,1109,札幌,104,医療法人,0,0,0,1,0,0,0,0,NA,139644,56.92,2453.3,3017,0
200,北海道,1109,札幌,104,医療法人,0,0,0,1,0,0,60,0,NA,139644,56.92,2453.3,3017,0
201,北海道,1109,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,139644,56.92,2453.3,3017,0
202,北海道,1110,札幌,104,医療生協,0,0,0,1,0,0,88,1,0,116619,59.7,1953.4,3017,1
203,北海道,1110,札幌,104,医療法人,1,0,0,1,0,0,99,1,0,116619,59.7,1953.4,3017,1
204,北海道,1110,札幌,104,医療法人,0,0,0,0,0,0,0,1,0,116619,59.7,1953.4,3017,1
205,北海道,1110,札幌,104,医療法人,0,0,0,0,0,0,0,1,0,116619,59.7,1953.4,3017,1
206,北海道,1110,札幌,104,医療法人,0,0,0,0,0,0,54,1,0,116619,59.7,1953.4,3017,1
207,北海道,1110,札幌,104,医療法人,0,0,0,0,0,0,120,2,0,116619,59.7,1953.4,3017,1
208,北海道,1110,札幌,104,医療法人,0,0,0,0,0,0,138,0,NA,116619,59.7,1953.4,3017,0
209,北海道,1110,札幌,104,医療法人,0,0,0,0,1,0,30,0,NA,116619,59.7,1953.4,3017,0
210,北海道,1110,札幌,104,医療法人,1,0,0,1,0,0,0,0,NA,116619,59.7,1953.4,3017,0
211,北海道,1110,札幌,104,医療生協,0,0,0,0,0,0,105,0,NA,116619,59.7,1953.4,3017,0
212,北海道,1110,札幌,104,医療法人,0,0,0,0,0,0,0,0,NA,116619,59.7,1953.4,3017,0
213,北海道,1202,南渡島,101,社会福祉法人,1,0,0,0,0,0,236,1,2,279127,677.93,411.7,2715,1
214,北海道,1202,南渡島,101,社会福祉法人,0,0,0,0,0,1,245,1,2,279127,677.93,411.7,2715,1
215,北海道,1202,南渡島,101,社会福祉法人,0,0,0,0,0,1,544,2,2,279127,677.93,411.7,2715,1
216,北海道,1202,南渡島,101,社会福祉法人,0,0,0,0,0,1,586,3,1,279127,677.93,411.7,2715,1
217,北海道,1202,南渡島,101,日赤,0,0,0,1,0,1,150,1,2,279127,677.93,411.7,2715,1
218,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,1,155,2,3,279127,677.93,411.7,2715,1
219,北海道,1202,南渡島,101,国（独立行政法人）,1,0,0,0,1,1,300,1,2,279127,677.93,411.7,2715,1
220,北海道,1202,南渡島,101,社団,0,0,0,0,1,0,240,1,2,279127,677.93,411.7,2715,1
221,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,1,128,3,3,279127,677.93,411.7,2715,1
222,北海道,1202,南渡島,101,市町村,0,0,0,0,1,1,598,2,2,279127,677.93,411.7,2715,1
223,北海道,1202,南渡島,101,医療法人,0,0,0,1,0,0,120,1,1,279127,677.93,411.7,2715,1
224,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,20,0,NA,279127,677.93,411.7,2715,0
225,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,0,0,0,NA,279127,677.93,411.7,2715,0
226,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,54,0,NA,279127,677.93,411.7,2715,0
227,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,0,0,NA,279127,677.93,411.7,2715,0
228,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,59,0,NA,279127,677.93,411.7,2715,0
229,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,0,56,0,NA,279127,677.93,411.7,2715,0
230,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,0,40,0,NA,279127,677.93,411.7,2715,0
231,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,0,0,0,NA,279127,677.93,411.7,2715,0
232,北海道,1202,南渡島,101,市町村,1,0,1,1,0,0,26,0,NA,279127,677.93,411.7,2715,0
233,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,0,0,NA,279127,677.93,411.7,2715,0
234,北海道,1202,南渡島,101,医療法人,0,0,0,1,1,0,0,0,NA,279127,677.93,411.7,2715,0
235,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,23,0,NA,279127,677.93,411.7,2715,0
236,北海道,1202,南渡島,101,医療法人,0,0,0,0,1,0,30,0,NA,279127,677.93,411.7,2715,0
237,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,60,0,NA,279127,677.93,411.7,2715,0
238,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,32,0,NA,279127,677.93,411.7,2715,0
239,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,0,40,0,NA,279127,677.93,411.7,2715,0
240,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,56,0,NA,279127,677.93,411.7,2715,0
241,北海道,1202,南渡島,101,市町村,0,0,0,0,0,0,37,0,NA,279127,677.93,411.7,2715,0
242,北海道,1202,南渡島,101,医療法人,0,0,0,0,0,0,58,0,NA,279127,677.93,411.7,2715,0
243,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,52,0,NA,279127,677.93,411.7,2715,0
244,北海道,1202,南渡島,101,医療法人,1,0,0,0,0,0,6,0,NA,279127,677.93,411.7,2715,0
245,北海道,1202,南渡島,101,医療法人,1,0,0,0,1,0,41,0,NA,279127,677.93,411.7,2715,0
246,北海道,1203,後志,105,社団,0,0,0,0,0,0,104,1,2,131928,243.3,542.2,2487,1
247,北海道,1203,後志,105,市町村,1,0,0,1,0,1,150,1,2,131928,243.3,542.2,2487,1
248,北海道,1203,後志,105,済生会,1,0,0,0,1,0,245,1,2,131928,243.3,542.2,2487,1
