,consumer,period,eps_type1_not_buy,eps_type1_buy,eps_unif,eps_price_state_unif,state_id,action,price_id,mileage_id,price,mileage
21,3,42,-0.6890180350120874,4.25712135437913,0.7753247118979311,0.08232556823871995,125,1,5,21,2.4,0.1
22,3,43,-1.0348853492411294,0.9783506148329816,0.2138787476431423,0.6511392045231157,11,0,5,2,2.4,0.005
23,3,44,-0.7462756715464621,-0.26154320209989035,0.6274417903151478,0.012189444692880858,11,0,5,2,2.4,0.005
24,3,45,-1.13497666960497,0.22251831120180252,0.585164115536208,0.8169806283261044,17,0,5,3,2.4,0.01
25,3,46,-0.8021446451364157,3.4605811552373043,0.20111489805881588,0.3273433410374704,22,0,4,4,2.3,0.015
26,3,47,-0.39777375185949126,1.6178284756311394,0.41368127064855253,0.5117201567927513,22,0,4,4,2.3,0.015
27,3,48,1.0838537911284833,1.2810743763279933,0.8831640342448843,0.255854072497971,23,0,5,4,2.4,0.015
28,3,49,0.5441686897098399,2.433081100237872,0.6514407041043419,0.4428567940793935,30,0,6,5,2.5,0.02
29,3,50,-1.4764910849626776,0.5834623459464293,0.9283376687532704,0.48508620157140736,35,0,5,6,2.4,0.025
30,4,41,-0.2885368156152612,1.6944963871507455,0.041331266620070806,0.4282901595018822,29,0,5,5,2.4,0.02
31,4,42,-1.0001502370902546,1.1243622679097431,0.7820918462485594,0.5642593022525206,26,0,2,5,2.1,0.02
32,4,43,1.1783211791327475,0.1518562637490583,0.25874172247631366,0.9376170734386573,35,0,5,6,2.4,0.025
33,4,44,1.352704288285438,0.6180471753114598,0.11474225908334879,0.44037646433096833,35,0,5,6,2.4,0.025
34,4,45,2.3359999366325916,-0.12393797815726507,0.021120539903137225,0.7191361254615252,34,0,4,6,2.3,0.025
35,4,46,2.6528175001617713,0.7214709270893335,0.3714864346825837,0.1727345588624939,31,0,1,6,2.0,0.025
36,4,47,-1.4521202607997137,0.6613917879497827,0.67021454916645,0.4349035931975429,35,0,5,6,2.4,0.025
37,4,48,-0.37217577105344984,-0.45514862378262605,0.8694035967982615,0.11322539414483113,41,0,5,7,2.4,0.03
38,4,49,0.7272303766301537,-0.6989211912824037,0.9152926905178429,0.3503932338884552,48,0,6,8,2.5,0.035
39,4,50,2.9501991650555324,-0.07967212421975899,0.30717414722383674,0.18648712061322936,57,0,3,10,2.2,0.045
40,5,41,-0.14358574345070815,0.329381973909212,0.8687854581575791,0.9154410634486922,21,0,3,4,2.2,0.015
41,5,42,2.1777749618964912,-0.6686364956794694,0.5743591014806511,0.17840147433404896,30,0,6,5,2.5,0.02
42,5,43,0.6006984121330838,-1.482872462928237,0.8976256492782445,0.03767094523859593,33,0,3,6,2.2,0.025
43,5,44,-0.5263627427512231,4.016693277692753,0.7831677363207752,0.024669026462350918,42,0,6,7,2.5,0.03
44,5,45,1.434027692556757,0.9520291976907632,0.2556288099391931,0.6515170727907326,48,0,6,8,2.5,0.035
45,5,46,0.7113680675049229,-0.9801773342318463,0.8654631362316109,0.7463506737377962,48,0,6,8,2.5,0.035
46,5,47,-1.0717386700908413,2.6809643643730867,0.4855120399205207,0.747615116529116,54,0,6,9,2.5,0.04
47,5,48,0.14267070792548608,-0.49830029589429986,0.3092861070311437,0.11404098671093632,54,0,6,9,2.5,0.04
48,5,49,0.9492458938503355,0.061162546919612,0.9732598484488356,0.3751633853561971,54,0,6,9,2.5,0.04
49,5,50,2.4662508968104886,1.1785128656799428,0.19356738171270915,0.6790839557895129,66,0,6,11,2.5,0.05
50,6,41,0.4218552062234261,0.8600628944087598,0.27404812186199456,0.26394841485844656,3,0,3,1,2.2,0.0
51,6,42,1.3462375099656076,2.42766721391185,0.1338926721789968,0.23016592680768544,4,0,4,1,2.3,0.0
52,6,43,0.5724803905244538,-0.7741879965872352,0.8857778079914371,0.9842479110245259,3,0,3,1,2.2,0.0
53,6,44,0.26893566698699983,0.18480490249427095,0.7779215976683438,0.9541706380120789,12,0,6,2,2.5,0.005
54,6,45,-0.06852950025923783,0.10962023497632364,0.8079861275324919,0.43195902090511396,18,0,6,3,2.5,0.01
55,6,46,-0.9877453999729864,-0.3209447082694306,0.751091951089834,0.6069604835207328,24,0,6,4,2.5,0.015
56,6,47,0.027307799761302397,0.010988596121256904,0.41336612203535217,0.06994828000451114,30,0,6,5,2.5,0.02
57,6,48,-0.9283827796962929,0.196361270661143,0.21349929831022318,0.08227031211367775,30,0,6,5,2.5,0.02
58,6,49,4.0551877790788,-0.11956430957728337,0.19913958473409954,0.13684621059675328,29,0,5,5,2.4,0.02
59,6,50,-0.5340799623871413,1.46392620710971,0.40714959974242837,0.5119564328620887,29,0,5,5,2.4,0.02
60,7,41,1.9437349633821355,0.5372575175062466,0.9015028950466941,0.0604137018063613,41,0,5,7,2.4,0.03
61,7,42,2.966221339041006,1.4925460348677806,0.6580439065524399,0.8459012446892112,49,0,1,9,2.0,0.04
62,7,43,1.6572221412900905,0.854219115124357,0.863729442570198,0.6105688891005976,57,0,3,10,2.2,0.045
63,7,44,1.8471310842937427,-1.0449369956004304,0.7148816655423436,0.5786106621189496,66,0,6,11,2.5,0.05
64,7,45,-0.8395093346002153,0.42107358692029745,0.7110995878705629,0.4222129354601911,72,0,6,12,2.5,0.055
65,7,46,0.8468153663697862,2.730252697803879,0.4394481626220702,0.07328968804865166,78,0,6,13,2.5,0.06
66,7,47,1.0450812241473524,1.230143144669317,0.617234778586289,0.9057035152605677,78,0,6,13,2.5,0.06
67,7,48,0.7054189215294067,-1.256137080358061,0.22938596035507408,0.9961903356335305,82,0,4,14,2.3,0.065
68,7,49,1.4977865713655596,1.7118732946981496,0.5478871060095509,0.33135649733297057,82,0,4,14,2.3,0.065
69,7,50,-1.2133488332705842,0.6422235633403952,0.2509614574052369,0.9268368555236055,86,0,2,15,2.1,0.07
70,8,41,-0.43912998318072427,0.2381615487863801,0.6989989614166588,0.7749249942491541,10,0,4,2,2.3,0.005
71,8,42,1.4921449118689096,-0.057783591525420806,0.6667234149128471,0.8459205864691817,16,0,4,3,2.3,0.01
72,8,43,-0.19302078168501777,-0.5639161707620644,0.2506455459463859,0.7688431932219761,22,0,4,4,2.3,0.015
73,8,44,-1.2780746801474394,-0.5428358373051836,0.18343216349800961,0.7539871965046392,22,0,4,4,2.3,0.015
74,8,45,0.65040979535287,-0.2840999436115677,0.6893924887812659,0.5418617522113356,21,0,3,4,2.2,0.015
75,8,46,1.7731819007826501,-0.9098891798746205,0.7856640796631487,0.945397548956779,27,0,3,5,2.2,0.02
76,8,47,0.03571673152069787,0.128503197076708,0.2450715415998468,0.5962739463218308,35,0,5,6,2.4,0.025
77,8,48,1.2452427834435378,0.33494374782078856,0.6563073497096098,0.3364652154715213,35,0,5,6,2.4,0.025
78,8,49,0.3988239173953372,-0.8837402098402984,0.384926739433211,0.7248834034329792,41,0,5,7,2.4,0.03
79,8,50,0.4870682626933717,0.5751447190689026,0.2777105999153917,0.39154117419924384,41,0,5,7,2.4,0.03
80,9,41,0.733060937226213,0.28359858381860176,0.16383864816036753,0.5694736390125652,48,0,6,8,2.5,0.035
81,9,42,-1.5193801109132812,-1.101051342926739,0.8026723358104269,0.06457673032776612,47,0,5,8,2.4,0.035
82,9,43,0.4800839529893124,1.239901006596854,0.3446824459726684,0.5876075771725657,53,0,5,9,2.4,0.04
83,9,44,-1.7584052319952166,0.828086778299618,0.08811076004958307,0.02919770959073653,53,0,5,9,2.4,0.04
84,9,45,2.9949832148978874,0.34154002953497503,0.04062428201185331,0.34175389684401647,51,0,3,9,2.2,0.04
85,9,46,2.3088426528455264,4.091665774912439,0.7631973019046294,0.29861838039362854,49,0,1,9,2.0,0.04
86,9,47,1.4775432525485954,1.231593728560522,0.3262659389842826,0.4659237354171343,59,0,5,10,2.4,0.045
87,9,48,2.424397361270096,-1.1372581043966101,0.472345590607289,0.43691875130753965,59,0,5,10,2.4,0.045
88,9,49,-0.6560573058667138,-0.6639582557809054,0.07909731875584558,0.684533374260079,60,0,6,10,2.5,0.045
89,9,50,-0.6134923822896167,1.1820051953641968,0.15798635620455337,0.6849516876683783,57,0,3,10,2.2,0.045
90,10,41,0.4167359767915463,0.68877210709964,0.6697998452648489,0.11241269157418032,5,0,5,1,2.4,0.0
91,10,42,2.4384513073037826,-0.1970340338300481,0.9112312587376054,0.9478480392250199,11,0,5,2,2.4,0.005
92,10,43,0.15993166014596785,-0.9693516749781954,0.9689340224250053,0.10295600789848514,21,0,3,4,2.2,0.015
93,10,44,-0.3341587335015928,-1.2785549184214633,0.785845809426958,0.1615976716676486,34,0,4,6,2.3,0.025
94,10,45,0.009281217243625618,-1.4166729283234498,0.005188855281098248,0.8336287924914076,41,0,5,7,2.4,0.03
95,10,46,2.6511290136940056,1.5514959776332957,0.6103395699755783,0.7152445221319915,37,0,1,7,2.0,0.03
96,10,47,2.730104497109286,0.6843396984452773,0.00803471389274335,0.20063825260459744,45,0,3,8,2.2,0.035
97,10,48,1.7766033469328666,0.9109442815075297,0.5628599220468573,0.21713941774482015,43,0,1,8,2.0,0.035
98,10,49,2.48702294286412,0.0403621929306439,0.6682288377344342,0.30318001728514854,50,0,2,9,2.1,0.04
99,10,50,-0.39126277774484874,-0.7634499861007268,0.47135727008497375,0.11270806602611882,58,0,4,10,2.3,0.045
100,11,41,0.34371551675290674,-0.6078008371448618,0.8598088185790173,0.15913269657865003,77,0,5,13,2.4,0.06
101,11,42,1.1564984071567388,1.8136205828647556,0.7802482825559199,0.6928561497411271,84,0,6,14,2.5,0.065
102,11,43,0.2771440979812292,-0.08016924590473969,0.8057069546047728,0.7381360218175336,90,0,6,15,2.5,0.07
103,11,44,0.2456623960133005,-0.06614104135171177,0.4414636520584293,0.08750764061190797,96,0,6,16,2.5,0.075
104,11,45,-0.684584874026037,-0.4494249146514587,0.9690499535672623,0.05110415334763241,96,0,6,16,2.5,0.075
105,11,46,-1.5085178832707915,0.08872433649084158,0.11122888117885388,2.1538217785277425e-05,108,0,6,18,2.5,0.085
106,11,47,1.2848038193431845,0.3308553015529319,0.41215912186456016,0.6712516673851243,106,0,4,18,2.3,0.085
107,11,48,-0.13066124335900148,0.43810089878430625,0.03889006032644393,0.2750490103997084,107,0,5,18,2.4,0.085
108,11,49,4.151564478192604,-0.36491458520058134,0.08916903972387635,0.9962297447708839,104,0,2,18,2.1,0.085
109,11,50,-0.4141364924962212,0.6169753096398181,0.576478896383777,0.8333616891266504,104,0,2,18,2.1,0.085
110,12,41,-0.16175604513427616,1.168053143397207,0.8502966639182061,0.012303139314133849,54,0,6,9,2.5,0.04
111,12,42,1.1702953183692861,-0.4889145626442054,0.32197569770330414,0.46019413353246374,60,0,6,10,2.5,0.045
112,12,43,1.2205138975314738,-1.1668525646809613,0.5817645317141031,0.8469640359683656,60,0,6,10,2.5,0.045
113,12,44,-0.4106510776031029,0.2543220520961304,0.3328701295418184,0.5806436210050886,64,0,4,11,2.3,0.05
114,12,45,-0.43259727743192206,2.7874431202564804,0.5638614940394719,0.2734415513521511,64,0,4,11,2.3,0.05
115,12,46,-0.4791567239661492,-1.7042871791916683,0.4129279263475144,0.9569201203621892,68,0,2,12,2.1,0.055
116,12,47,-0.6669492938695504,0.011959527092564357,0.27480860156782494,0.30857269082107097,72,0,6,12,2.5,0.055
117,12,48,0.025019370991311875,-0.2479889641751997,0.9570137420202034,0.8181966693935641,72,0,6,12,2.5,0.055
118,12,49,-1.2880739374499293,0.049576075436625164,0.6289044696590885,0.49879883841332084,84,0,6,14,2.5,0.065
119,12,50,-0.7879766681272827,-1.1512337567602922,0.8063426829811242,0.3645126851145366,89,0,5,15,2.4,0.07
120,13,41,-0.9260168535270986,0.3017320558637549,0.09644869578254878,0.9099168422994703,47,0,5,8,2.4,0.035
121,13,42,2.3003061917682235,0.19864193953102488,0.3549427226190418,0.2679849387831186,45,0,3,8,2.2,0.035
122,13,43,0.006183413914868652,-1.3586658887940646,0.27463213488328286,0.6450462300911277,47,0,5,8,2.4,0.035
123,13,44,0.4563954959611763,-1.4218854597434492,0.2070309493410083,0.605276795285644,47,0,5,8,2.4,0.035
124,13,45,0.3495795566680052,0.451427626556372,0.6293186494180012,0.7414154906007079,47,0,5,8,2.4,0.035
125,13,46,-0.7049439881190254,-0.6114599079908074,0.7620837348604809,0.9997211091514524,53,0,5,9,2.4,0.04
126,13,47,-0.4559537442596332,0.3958288164816768,0.0672572420338593,0.8108911824553805,59,0,5,10,2.4,0.045
127,13,48,-0.9456711454550485,-0.3030716053942304,0.47556295330367626,0.04039783112231077,57,0,3,10,2.2,0.045
128,13,49,0.38945203852205895,-0.269645030535049,0.11034669372049255,0.4850389448594048,60,0,6,10,2.5,0.045
129,13,50,-0.2935136775447482,-0.26977066626176077,0.5082817139883349,0.5683836090693687,58,0,4,10,2.3,0.045
130,14,41,-1.7530557261356037,-0.47696936890185526,0.9089517716721408,0.13361646049072473,117,1,3,20,2.2,0.095
131,14,42,1.366391277744353,-0.12697212525452728,0.6159632806740134,0.21438697483642677,13,0,1,3,2.0,0.01
132,14,43,2.213201385836784,0.7645110630123237,0.0013754238355641046,0.5764360557783514,21,0,3,4,2.2,0.015
133,14,44,-0.3576546168852589,4.7947762069851025,0.5331184419747175,0.9233934128365529,19,0,1,4,2.0,0.015
134,14,45,-0.7485301753518177,-0.5100652781477854,0.83963426270662,0.8407114145030564,25,0,1,5,2.0,0.02
135,14,46,-0.4139871663017708,-0.3897702660042745,0.7011193289595441,0.8189851761358574,36,0,6,6,2.5,0.025
136,14,47,-0.1798251187907027,1.1380224090428008,0.944299865961753,0.40991266228202894,42,0,6,7,2.5,0.03
137,14,48,2.084270841036202,0.11272701178830331,0.6093417928217827,0.7640305215732774,53,0,5,9,2.4,0.04
138,14,49,0.4937399116382309,-0.22529130354494342,0.6957224380412442,0.8314291547819332,58,0,4,10,2.3,0.045
139,14,50,-0.22256600335043172,0.96465454069332,0.0996926896361281,0.5636322386986742,64,0,4,11,2.3,0.05
140,15,41,4.535908330871576,0.714322875860666,0.856224852248124,0.7369230292364812,56,0,2,10,2.1,0.045
141,15,42,-0.9379397002304075,1.5338203031102946,0.016866424020466342,0.035424530707404145,66,0,6,11,2.5,0.05
142,15,43,-0.12469385471730703,0.4819998798240715,0.41143271602984954,0.6973339394242777,61,0,1,11,2.0,0.05
143,15,44,2.8940492012644192,-0.6117562621681256,0.02158409519937743,0.8642652570315413,66,0,6,11,2.5,0.05
144,15,45,-1.5512408630848302,0.6963093458057924,0.338850470510734,0.009255099944987077,61,0,1,11,2.0,0.05
145,15,46,1.6341036582636606,1.0217630071355666,0.7534039222318702,0.9012742247400493,65,0,5,11,2.4,0.05
146,15,47,1.9010276133609645,1.2445916917289086,0.6599502209791014,0.5664156223444092,71,0,5,12,2.4,0.055
147,15,48,0.1967875191001384,-0.09135398545878987,0.613153350706037,0.4256022051132956,77,0,5,13,2.4,0.06
148,15,49,-0.31010894962158814,1.5845278900124518,0.06096595850977904,0.8639169696979742,82,0,4,14,2.3,0.065
149,15,50,1.515095062511177,0.9491056001318755,0.5840263560750305,0.4657246373135787,80,0,2,14,2.1,0.065
150,16,41,0.1777405776488038,0.8521482116915079,0.01722920036368214,0.7117263202888746,59,0,5,10,2.4,0.045
151,16,42,-0.0281876490949329,1.5483353385987109,0.11095855456171144,0.2849751686073255,55,0,1,10,2.0,0.045
152,16,43,-0.1023975277182514,0.45784296373578365,0.9997465053351643,0.3625741844680779,57,0,3,10,2.2,0.045
153,16,44,1.020427621712477,-0.05537682222224339,0.9897517915228289,0.40734666665616237,72,0,6,12,2.5,0.055
154,16,45,-0.27333874746043374,-0.027393818854864877,0.30730129381653515,0.1339740981779527,84,0,6,14,2.5,0.065
155,16,46,1.5471713298500727,0.329362586085701,0.681062619913175,0.14843099847333263,84,0,6,14,2.5,0.065
156,16,47,-0.19868808930865361,3.390085880692469,0.9853202669643347,0.7557990830543421,89,1,5,15,2.4,0.07
157,16,48,0.4966220974080391,0.9459127157927,0.10769274553743113,0.13235254994408818,18,0,6,3,2.5,0.01
158,16,49,0.3318419042477176,0.5228795142418687,0.5442201491556707,0.6762190194151871,16,0,4,3,2.3,0.01
159,16,50,1.8563809373617288,-0.6730325319149797,0.7839539618717986,0.07139920279980116,20,0,2,4,2.1,0.015
160,17,41,-0.6005841204895582,1.6152378559080578,0.7406905167172626,0.7234807302106375,66,0,6,11,2.5,0.05
161,17,42,-0.06920599917178633,0.8322703007922494,0.39007318190508666,0.10014621951936542,72,0,6,12,2.5,0.055
162,17,43,-0.2925706182597963,2.248553582321155,0.35251098549607796,0.212229938419096,72,0,6,12,2.5,0.055
163,17,44,1.7779829691707858,1.4372306703203694,0.37114332992350874,0.3010656884176235,72,0,6,12,2.5,0.055
164,17,45,1.5018024999229287,1.0687663672515921,0.2438268687553724,0.6441508084210565,72,0,6,12,2.5,0.055
165,17,46,0.1603839330207759,0.06707815771090685,0.09912499117051188,0.5911945767515444,71,0,5,12,2.4,0.055
166,17,47,0.6947464238182692,2.603398549723256,0.1892507542180737,0.6409948600150956,69,0,3,12,2.2,0.055
167,17,48,-0.6563875359416852,-0.30836893680714006,0.4207722611605599,0.3098954596624971,69,0,3,12,2.2,0.055
168,17,49,0.3943722309368543,-0.4821952672284302,0.6517112419826526,0.9526539333537237,71,0,5,12,2.4,0.055
169,17,50,-0.1940865095198054,-0.8603411699520987,0.32404788522248085,0.04388418150555318,77,0,5,13,2.4,0.06
170,18,41,-0.38739506402516,-0.273364622509864,0.6005866742613903,0.3852277850820103,16,0,4,3,2.3,0.01
171,18,42,0.18034810605038737,-0.31903743771880655,0.2972519930887255,0.4014294976367805,21,0,3,4,2.2,0.015
172,18,43,0.03966463497212965,-0.566843685459667,0.5253674619523554,0.21958180703853758,22,0,4,4,2.3,0.015
173,18,44,0.28041317379401576,0.16663122081740359,0.015192241316036692,0.9898604667141306,25,0,1,5,2.0,0.02
174,18,45,3.876171618659184,-0.6958086122751556,0.6587872950550673,0.6113968085702589,25,0,1,5,2.0,0.02
175,18,46,-0.009517856672824423,0.32915485011858686,0.47372968435672125,0.26557214603782386,33,0,3,6,2.2,0.025
176,18,47,1.3639316500973435,0.06520746227472167,0.9884861318448576,0.8432762382660259,36,0,6,6,2.5,0.025
177,18,48,0.5228684733285792,0.07462350309855958,0.674383514235408,0.9365329370709817,48,0,6,8,2.5,0.035
178,18,49,2.1412267577619435,1.9450029071822277,0.3116521553631426,0.3375723962548379,53,0,5,9,2.4,0.04
179,18,50,-0.03514541268379667,0.8851672939978206,0.7990003371236055,0.3710057542011993,53,0,5,9,2.4,0.04
180,19,41,-0.6630357949703605,0.759034043410361,0.9528585219127651,0.7754667350265393,40,0,4,7,2.3,0.03
181,19,42,-0.9108665450251974,-0.1945403762842276,0.43547256871713624,0.980648010082838,52,0,4,9,2.3,0.04
182,19,43,0.08528980987898509,-0.2162348559390681,0.806372763658908,0.5213433500185106,53,0,5,9,2.4,0.04
183,19,44,1.4830345214855227,1.2800597635973956,0.5008952852748795,0.1545098032343738,59,0,5,10,2.4,0.045
184,19,45,-0.5019565260548312,-0.2735657916649789,0.9635881433395482,0.6671412304417768,61,0,1,11,2.0,0.05
185,19,46,1.3308380752125606,0.6267573819919586,0.29430462332162977,0.7935442690842238,77,0,5,13,2.4,0.06
186,19,47,-0.21256564805572217,-1.5124967899549513,0.28577029933058606,0.6706658148263641,77,0,5,13,2.4,0.06
187,19,48,-0.42419402689830815,8.755623349394431e-05,0.5947751665620227,0.7434016756608908,77,0,5,13,2.4,0.06
188,19,49,-1.4088905136028447,0.7201068046356107,0.28097643385076243,0.5212866071407563,82,0,4,14,2.3,0.065
189,19,50,0.08376351469928965,-0.5060500908563907,0.10153845068358303,0.47662251403011824,82,0,4,14,2.3,0.065
190,20,41,1.5719958230504343,-1.4944937374177722,0.26377958990339745,0.7864630182439297,125,0,5,21,2.4,0.1
191,20,42,-0.23069818201023345,0.40000796559892526,0.33559106770930924,0.8051348308427633,124,0,4,21,2.3,0.1
192,20,43,0.4479303328551185,6.086245567329572,0.025246211137381458,0.4964647768982928,123,1,3,21,2.2,0.1
193,20,44,-0.0774485631599867,0.2282378593601839,0.3174638455683184,0.7844682307955848,1,0,1,1,2.0,0.0
194,20,45,0.5286726300464155,-0.2678207937133211,0.9820948695603804,0.9439385057075808,5,0,5,1,2.4,0.0
195,20,46,3.652361544763597,3.3925031885123587,0.13634117235760645,0.3612180857220664,18,0,6,3,2.5,0.01
196,20,47,-0.15332582394597719,0.3450984948734819,0.1907050487965376,0.2520994903321584,16,0,4,3,2.3,0.01
197,20,48,0.9106186185154682,0.5872574764866798,0.03893456886861535,0.7090842637677653,15,0,3,3,2.2,0.01
198,20,49,-0.11418411731335519,1.2474667698228599,0.7502279700280917,0.3626179120214532,13,0,1,3,2.0,0.01
199,20,50,1.3642707797431897,1.6047074344886116,0.8027639573592085,0.14709740523483184,23,0,5,4,2.4,0.015
200,21,41,-1.144162908203488,-0.560615015971428,0.5418110332062015,0.8168540907251345,25,0,1,5,2.0,0.02
201,21,42,0.3276153132855045,0.85956445808171,0.012377284947620137,0.06183723655260187,32,0,2,6,2.1,0.025
202,21,43,-0.3573760461543079,-0.9616797640350355,0.2005011561568334,0.7142213617263845,31,0,1,6,2.0,0.025
203,21,44,3.0222261956283196,1.7917580013085488,0.16898352980595333,0.5909499339416228,34,0,4,6,2.3,0.025
204,21,45,2.8517555552272227,-0.6023505502657738,0.06728143955882737,0.7591454240511479,33,0,3,6,2.2,0.025
205,21,46,0.7177107200812705,-0.7784908241214796,0.11141035983175152,0.16517678536109692,32,0,2,6,2.1,0.025
206,21,47,3.6167299703282385,0.09750282536569597,0.6687652118966376,0.7272185461191066,33,0,3,6,2.2,0.025
207,21,48,-0.06261120725472276,0.9158615837196636,0.030265101801592476,0.022691351032760432,39,0,3,7,2.2,0.03
208,21,49,2.2279279707259083,5.4913130036697675,0.338372541740278,0.3762208516465858,37,0,1,7,2.0,0.03
209,21,50,0.18231262414003035,-0.7006350805116198,0.44132233118991226,0.4407908225105326,41,0,5,7,2.4,0.03
210,22,41,0.6788640571759316,0.6234764782390187,0.9246696664540226,0.05018272379441446,45,0,3,8,2.2,0.035
211,22,42,3.2937835227654273,-0.4690529953021666,0.5628788234977138,0.888123839200502,57,0,3,10,2.2,0.045
212,22,43,-0.06038371108378265,0.5447532613850403,0.20100726094878474,0.2792802368415681,62,0,2,11,2.1,0.05
213,22,44,0.6575023922307229,-0.09376990228347265,0.2914942129883388,0.27954995968345797,64,0,4,11,2.3,0.05
214,22,45,0.6684189774261652,-0.8272126933863191,0.060012125725039,0.47644882089536833,64,0,4,11,2.3,0.05
215,22,46,0.7236301327566469,3.0375784643980865,0.514819322562305,0.2758966525226987,62,0,2,11,2.1,0.05
216,22,47,-1.0392934810867678,0.4919442626283449,0.803614524012931,0.11776855747421189,67,0,1,12,2.0,0.055
217,22,48,1.2473701640321047,-1.3126576959028058,0.4991972463830159,0.5963903366801658,77,0,5,13,2.4,0.06
218,22,49,2.9340764378832627,0.11312801977073547,0.5212439196130113,0.76594300727657,78,0,6,13,2.5,0.06
219,22,50,0.46826337601912355,0.11717377717535547,0.3487858340287602,0.07163082515395724,80,0,2,14,2.1,0.065
220,23,41,-0.9262278819501785,1.257863933457746,0.5588648455495732,0.17986826108064713,34,0,4,6,2.3,0.025
221,23,42,0.3141061581147368,1.629479989151447,0.48350874881563,0.6393971667158135,38,0,2,7,2.1,0.03
222,23,43,0.21298299806034476,0.4450989443743932,0.2841317451865819,0.9991122919878451,42,0,6,7,2.5,0.03
223,23,44,0.924338436208331,1.5009340794403485,0.2009256040114209,0.6538572337750117,42,0,6,7,2.5,0.03
224,23,45,0.22149774118454804,-0.1201248721043529,0.5737157359407475,0.9055242460327526,41,0,5,7,2.4,0.03
225,23,46,1.0483036958292569,-0.009902183022833569,0.7755541097328826,0.9096650231192088,45,0,3,8,2.2,0.035
226,23,47,0.9590787482615347,-0.9529701399180092,0.14561844342718067,0.6240093051845572,52,0,4,9,2.3,0.04
227,23,48,1.0195512493021603,1.614950729428676,0.8150291086837801,0.6552752801623836,51,0,3,9,2.2,0.04
228,23,49,0.7333543259273702,1.9499223516628557,0.9771364130207983,0.79677379871082,59,0,5,10,2.4,0.045
229,23,50,-0.636895849333976,1.6110262012486878,0.2587182466199133,0.5784927576426335,71,0,5,12,2.4,0.055
230,24,41,2.242181652255201,-0.012331017858046559,0.583046508861366,0.14645682640903512,21,0,3,4,2.2,0.015
231,24,42,-0.9481840154356568,-1.4261063583845348,0.5605097325388381,0.10764607599945086,27,0,3,5,2.2,0.02
232,24,43,2.044542759822626,-0.1715733059217441,0.06436506836221345,0.0011617170606428306,32,0,2,6,2.1,0.025
233,24,44,-0.5046002270171784,0.7461579357944884,0.33558472692609476,0.43928920214019296,32,0,2,6,2.1,0.025
234,24,45,1.8152891106069071,0.052587077851435876,0.9823769585628409,0.3258895919535645,35,0,5,6,2.4,0.025
235,24,46,0.9043938934254854,1.2811572921243313,0.19370276988883806,0.09232861729602249,48,0,6,8,2.5,0.035
236,24,47,-0.0640334631189831,0.5177623980243541,0.6616531340563493,0.6689949688472794,47,0,5,8,2.4,0.035
